"","ID","Status","Name","Locus.Tag","NCBI.Acc..","Paralog..","Expr.Sig","SeqType"
"717","CONTIG02942",2,"Aedes aegypti AAEL006377-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651895",0,"010","CONTIG"
"718","CONTIG02956",2,"Aedes aegypti AAEL012138-RB partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655824",0,"101","CONTIG"
"719","CONTIG02958",2,"Aedes aegypti AAEL007483-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652728",0,"X01","CONTIG"
"720","CONTIG02959",2,"Aedes aegypti AAEL004881-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649892",0,"011","CONTIG"
"721","F5BTJ3O01C0RL6",3,"Aedes aegypti AAEL009847-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660409",2,"011","SINGLETON"
"722","CONTIG02917",2,"Culex quinquefasciatus CAAX prenyl protease 1, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849206",0,"101","CONTIG"
"723","CONTIG04406",2,"Aedes aegypti AAEL001722-RA (AAEL801241), partial mRNA","AAEL801241","XM_001653795",0,"X10","CONTIG"
"724","CONTIG04420",2,"Culex quinquefasciatus clip-domain serine protease, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001842326",0,"010","CONTIG"
"725","CONTIG04375",2,"Aedes aegypti AAEL011375-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661577",0,"X01","CONTIG"
"726","CONTIG04458",2,"Aedes aegypti AAEL003961-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648085",0,"X10","CONTIG"
"727","F5BTJ3O02G6UZ3",3,"Aedes aegypti AAEL003804-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001664113",1,"X10","SINGLETON"
"728","CONTIG04471",2,"Aedes aegypti AAEL017015-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_011494635",0,"X01","CONTIG"
"729","CONTIG04424",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849906",0,"X10","CONTIG"
"730","CONTIG04221",2,"Aedes aegypti AAEL010160-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654242",0,"010","CONTIG"
"731","CONTIG04229",2,"Aedes aegypti AAEL012823-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662899",0,"010","CONTIG"
"732","CONTIG04231",2,"Aedes aegypti AAEL008220-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658989",0,"X10","CONTIG"
"733","CONTIG04236",2,"Culex quinquefasciatus proteasome subunit alpha type, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001854615",0,"010","CONTIG"
"734","CONTIG04311",2,"Aedes aegypti AAEL007261-RB mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652561",0,"010","CONTIG"
"735","CONTIG04653",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844801",0,"X10","CONTIG"
"736","CONTIG04655",2,"Aedes aegypti AAEL008785-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659460",0,"010","CONTIG"
"737","CONTIG04664",2,"Aedes aegypti AAEL009159-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653645",0,"X01","CONTIG"
"738","CONTIG04624",2,"PREDICTED: Musca domestica 60S ribosomal protein L23 (LOC101897495), mRNA","LOC101897495","XM_005177069",0,"X10","CONTIG"
"739","CONTIG04644",2,"Culex quinquefasciatus ribosomal protein S25, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001864716",0,"010","CONTIG"
"740","CONTIG04733",2,"Culex quinquefasciatus 26S proteasome non-ATPase regulatory subunit 10, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862595",0,"010","CONTIG"
"741","CONTIG04700",2,"Aedes aegypti AAEL009806-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660296",0,"101","CONTIG"
"742","CONTIG04485",2,"Aedes aegypti AAEL012686-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656140",0,"010","CONTIG"
"743","CONTIG04488",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001863443",0,"010","CONTIG"
"744","CONTIG04491",2,"PREDICTED: Bombyx mori uncharacterized LOC105842550 (LOC105842550), mRNA","LOC105842550","XM_012696275",0,"101","CONTIG"
"745","CONTIG04868",2,"Aedes aegypti AAEL000194-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658869",0,"X01","CONTIG"
"746","CONTIG04553",2,"Culex quinquefasciatus rRNA-processing protein FCF1, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844006",0,"010","CONTIG"
"747","CONTIG04559",2,"Culex quinquefasciatus augmenter of liver regeneration, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862332",0,"010","CONTIG"
"748","CONTIG03853",2,"Culex quinquefasciatus translin, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001851397",0,"010","CONTIG"
"749","CONTIG03812",2,"Aedes aegypti AAEL001336-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653016",0,"X01","CONTIG"
"750","CONTIG03819",2,"Aedes aegypti AAEL010946-RA (CYP314A1), partial mRNA","CYP314A1","XM_001661148",0,"010","CONTIG"
"751","CONTIG03940",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001869039",0,"101","CONTIG"
"752","F5BTJ3O01CU4B0",3,"Aedes aegypti AAEL000700-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650193",4,"X10","SINGLETON"
"753","CONTIG03905",2,"Aedes aegypti AAEL005512-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650977",0,"101","CONTIG"
"754","CONTIG03708",2,"PREDICTED: Vollenhovia emeryi putative nuclease HARBI1 (LOC105557946), partial mRNA","LOC105557946","XM_012005370",0,"010","CONTIG"
"755","CONTIG03686",2,"Aedes aegypti AAEL006179-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651770",0,"010","CONTIG"
"756","CONTIG03768",2,"Culex quinquefasciatus mitochondrial ribosomal protein, L53, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001847531",0,"010","CONTIG"
"757","CONTIG04135",2,"Culex quinquefasciatus serine-type enodpeptidase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001843348",0,"X10","CONTIG"
"758","CONTIG04115",2,"Anopheles gambiae str. PEST AGAP013515-PA (AgaP_AGAP013515) mRNA, complete cds","AgaP_AGAP013515","XM_003436033",0,"010","CONTIG"
"759","F5BTJ3O01EE5DU",3,"Aedes aegypti AAEL006433-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657768",2,"X10","SINGLETON"
"760","F5BTJ3O02FIRAI",3,"Aedes aegypti AAEL006433-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657768",4,"110","SINGLETON"
"761","CONTIG04200",2,"Aedes aegypti AAEL004102-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648408",0,"0X1","CONTIG"
"762","F5BTJ3O02HZKWS",3,"Aedes aegypti AAEL004117-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648399",1,"XX0","SINGLETON"
"763","CONTIG04162",2,"Aedes aegypti AAEL013440-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663581",0,"010","CONTIG"
"764","CONTIG04172",2,"Aedes aegypti AAEL006075-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657366",0,"010","CONTIG"
"765","F5BTJ3O01C0097",3,"Culex quinquefasciatus bitesize, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001842710",1,"011","SINGLETON"
"766","CONTIG03953",2,"Anopheles gambiae str. PEST AGAP006365-PA (AgaP_AGAP006365) mRNA, complete cds","AgaP_AGAP006365","XM_316392",0,"010","CONTIG"
"767","CONTIG03956",2,"Aedes aegypti AAEL008192-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658972",0,"010","CONTIG"
"768","CONTIG03961",3,"Anopheles gambiae str. PEST AGAP007416-PA (AgaP_AGAP007416) mRNA, complete cds","AgaP_AGAP007416","XM_308422",1,"101","CONTIG"
"769","CONTIG04064",2,"Culex quinquefasciatus chymotrypsin 1, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001848013",0,"010","CONTIG"
"770","CONTIG05465",3,"Aedes aegypti AAEL017566-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_011495273",1,"X10","CONTIG"
"771","CONTIG04036",2,"Aedes aegypti AAEL010227-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660637",0,"010","CONTIG"
"772","CONTIG04046",2,"Aedes aegypti AAEL009625-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660235",0,"010","CONTIG"
"773","CONTIG00984",2,"Culex quinquefasciatus peroxiredoxin-6, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849942",0,"010","CONTIG"
"774","CONTIG01004",2,"Culex quinquefasciatus endoplasmin, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844076",0,"X01","CONTIG"
"775","CONTIG00927",2,"Anopheles gambiae str. PEST AGAP001995-PA (AgaP_AGAP001995) mRNA, complete cds","AgaP_AGAP001995","XM_550819",0,"010","CONTIG"
"776","F5BTJ3O02G8KM2",3,"Aedes aegypti AAEL009959-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660460",2,"010","SINGLETON"
"777","F5BTJ3O01CKVBI",3,"Aedes aegypti AAEL005191-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650446",1,"010","SINGLETON"
"778","CONTIG02530",2,"Aedes aegypti AAEL011806-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661873",0,"101","CONTIG"
"779","CONTIG01077",2,"Aedes aegypti AAEL012144-RA (CYP303A1), partial mRNA","CYP303A1","XM_001662228",0,"X01","CONTIG"
"780","CONTIG00756",2,"Aedes aegypti AAEL003606-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656993",0,"X01","CONTIG"
"781","CONTIG00759",2,"Aedes aegypti AAEL013715-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663848",0,"X10","CONTIG"
"782","CONTIG00771",2,"Anopheles gambiae str. PEST AGAP002821-PA (AgaP_AGAP002821) mRNA, complete cds","AgaP_AGAP002821","XM_312091",0,"010","CONTIG"
"783","CONTIG00862",2,"Aedes aegypti AAEL013759-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663911",0,"101","CONTIG"
"784","CONTIG01315",2,"Aedes aegypti AAEL000006-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001647885",0,"X01","CONTIG"
"785","CONTIG01324",2,"Aedes aegypti AAEL010264-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660659",0,"010","CONTIG"
"786","CONTIG01260",3,"Aedes aegypti AAEL008826-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659523",1,"101","CONTIG"
"787","CONTIG01271",2,"Aedes aegypti AAEL002276-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661133",0,"101","CONTIG"
"788","F5BTJ3O01A6Y6G",3,"Aedes aegypti AAEL010280-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654365",1,"101","SINGLETON"
"789","CONTIG01285",2,"Culex quinquefasciatus threonine dehydrogenase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849580",0,"101","CONTIG"
"790","F5BTJ3O01C4LW8",3,"Aedes aegypti AAEL012081-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662180",1,"010","SINGLETON"
"791","CONTIG01331",2,"Anopheles gambiae str. PEST AGAP003636-PA (AgaP_AGAP003636) mRNA, complete cds","AgaP_AGAP003636","XM_313400",0,"010","CONTIG"
"792","CONTIG01143",2,"Culex quinquefasciatus phosphoenolpyruvate carboxykinase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001859338",0,"101","CONTIG"
"793","CONTIG01160",2,"Aedes aegypti AAEL011449-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661613",0,"X10","CONTIG"
"794","CONTIG01112",2,"Aedes aegypti AAEL011814-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661880",0,"X01","CONTIG"
"795","CONTIG01126",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844432",0,"010","CONTIG"
"796","CONTIG01229",2,"Aedes aegypti AAEL013737-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663873",0,"010","CONTIG"
"797","CONTIG01249",2,"Aedes aegypti AAEL006378-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651901",0,"010","CONTIG"
"798","CONTIG00256",2,"Aedes aegypti AAEL003576-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663901",0,"010","CONTIG"
"799","CONTIG00257",2,"Culex quinquefasciatus phosphatidylinositol synthase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001845132",0,"101","CONTIG"
"800","CONTIG00354",2,"Aedes aegypti AAEL008746-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653389",0,"X01","CONTIG"
"801","CONTIG00368",2,"PREDICTED: Fopius arisanus zinc finger HIT domain-containing protein 3 (LOC105271914), mRNA","LOC105271914","XM_011313736",0,"010","CONTIG"
"802","CONTIG00369",2,"Aedes aegypti AAEL008481-RB (RL18_AEDAE), mRNA","RL18_AEDAE","XM_011494753",0,"010","CONTIG"
"803","CONTIG06302",2,"Aedes aegypti AAEL001570-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653523",0,"101","CONTIG"
"804","CONTIG00346",2,"Culex quinquefasciatus hyphantrin, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001851189",0,"X10","CONTIG"
"805","CONTIG00351",2,"Culex quinquefasciatus fumarylacetoacetase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001868492",0,"X01","CONTIG"
"806","F5BTJ3O02JVGJ9",3,"Culex quinquefasciatus electron transfer flavoprotein-ubiquinone oxidoreductase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001841716",2,"X10","SINGLETON"
"807","CONTIG00076",2,"Aedes aegypti AAEL011985-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655738",0,"010","CONTIG"
"808","CONTIG00096",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849229",0,"010","CONTIG"
"809","CONTIG00030",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001868172",0,"010","CONTIG"
"810","CONTIG00175",2,"Aedes aegypti AAEL004148-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648440",0,"X01","CONTIG"
"811","CONTIG00115",2,"Aedes aegypti AAEL001105-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652342",0,"X10","CONTIG"
"812","CONTIG00141",2,"Anopheles gambiae str. PEST AGAP005503-PA (AgaP_AGAP005503) mRNA, complete cds","AgaP_AGAP005503","XM_315499",0,"X10","CONTIG"
"813","CONTIG00639",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001843237",0,"010","CONTIG"
"814","F5BTJ3O02FVF50",3,"Culex quinquefasciatus plasma glutamate carboxypeptidase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001842791",1,"X10","SINGLETON"
"815","CONTIG00564",2,"Aedes aegypti AAEL014190-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648131",0,"X01","CONTIG"
"816","CONTIG00576",2,"Aedes aegypti AAEL002547-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655567",0,"101","CONTIG"
"817","F5BTJ3O01C387F",2,"Aedes aegypti AAEL017042-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_011494726",0,"010","SINGLETON"
"818","CONTIG00602",2,"Culex quinquefasciatus 60S ribosomal protein L15, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849783",0,"010","CONTIG"
"819","CONTIG00704",2,"Aedes aegypti AAEL012817-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662896",0,"101","CONTIG"
"820","CONTIG00722",2,"Aedes aegypti AAEL006888-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652254",0,"011","CONTIG"
"821","CONTIG00677",2,"Aedes aegypti AAEL002194-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654880",0,"101","CONTIG"
"822","F5BTJ3O02JBVMT",3,"Aedes aegypti AAEL011737-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661831",2,"010","SINGLETON"
"823","CONTIG00456",2,"Culex quinquefasciatus apolipophorin-III, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849226",0,"010","CONTIG"
"824","CONTIG00462",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001846918",0,"101","CONTIG"
"825","CONTIG00502",2,"Aedes aegypti AAEL011388-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655269",0,"010","CONTIG"
"826","CONTIG02166",2,"Aedes aegypti AAEL001556-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653548",0,"010","CONTIG"
"827","CONTIG02260",2,"Culex quinquefasciatus elongase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001841723",0,"X01","CONTIG"
"828","CONTIG02264",2,"Aedes aegypti AAEL000960-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657436",0,"010","CONTIG"
"829","CONTIG02267",2,"Culex quinquefasciatus peroxisomal membrane protein PEX16, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001870393",0,"010","CONTIG"
"830","CONTIG02270",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001845447",0,"010","CONTIG"
"831","CONTIG02271",2,"Aedes aegypti AAEL003676-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657114",0,"010","CONTIG"
"832","CONTIG02049",3,"Aedes aegypti AAEL006956-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652320",1,"X01","CONTIG"
"833","F5BTJ3O02FT5WM",2,"Aedes aegypti AAEL003839-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657257",0,"X10","SINGLETON"
"834","CONTIG02126",2,"Anopheles gambiae str. PEST AGAP007672-PA (AgaP_AGAP007672) mRNA, complete cds","AgaP_AGAP007672","XM_308198",0,"X01","CONTIG"
"835","CONTIG02068",2,"Aedes aegypti AAEL012681-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656137",0,"010","CONTIG"
"836","CONTIG02069",2,"Aedes aegypti AAEL005788-RA (CYP325K3), partial mRNA","CYP325K3","XM_001651384",0,"X10","CONTIG"
"837","CONTIG02093",2,"Aedes aegypti AAEL010881-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661080",0,"X10","CONTIG"
"838","CONTIG02421",2,"Anopheles gambiae str. PEST AGAP005162-PA (AgaP_AGAP005162) mRNA, complete cds","AgaP_AGAP005162","XM_001688462",0,"101","CONTIG"
"839","CONTIG02438",2,"Aedes aegypti AAEL004631-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649480",0,"X01","CONTIG"
"840","CONTIG02459",2,"Culex quinquefasciatus predicted protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001864446",0,"011","CONTIG"
"841","CONTIG02559",2,"Aedes aegypti AAEL011762-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661844",0,"010","CONTIG"
"842","CONTIG02560",2,"Culex quinquefasciatus lactoylglutathione lyase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001870649",0,"010","CONTIG"
"843","CONTIG02519",2,"Aedes aegypti AAEL010355-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654422",0,"011","CONTIG"
"844","CONTIG02525",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844093",1,"010","CONTIG"
"845","CONTIG02279",2,"Aedes aegypti AAEL010712-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660985",0,"X01","CONTIG"
"846","F5BTJ3O01A395J",3,"Aedes aegypti AAEL000979-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657663",1,"X10","SINGLETON"
"847","CONTIG02289",2,"Aedes aegypti AAEL004919-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650002",0,"101","CONTIG"
"848","CONTIG02299",2,"Aedes aegypti AAEL009537-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660151",0,"010","CONTIG"
"849","CONTIG02395",2,"Aedes aegypti AAEL009596-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660231",0,"011","CONTIG"
"850","CONTIG01546",2,"Culex quinquefasciatus mitochondrial 28S ribosomal protein S14, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001852600",0,"010","CONTIG"
"851","CONTIG01564",2,"Anopheles gambiae str. PEST AGAP009045-PA (AgaP_AGAP009045) mRNA, complete cds","AgaP_AGAP009045","XM_319797",0,"010","CONTIG"
"852","CONTIG01569",2,"Aedes aegypti AAEL009041-RB mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653616",0,"010","CONTIG"
"853","CONTIG01683",2,"PREDICTED: Ceratitis capitata tRNA (guanine-N(7)-)-methyltransferase (LOC101458823), mRNA","LOC101458823","XM_004529429",0,"010","CONTIG"
"854","CONTIG01698",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001848653",0,"101","CONTIG"
"855","CONTIG01704",2,"Aedes aegypti AAEL006856-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652238",0,"010","CONTIG"
"856","CONTIG01457",2,"Aedes aegypti AAEL015005-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650184",0,"010","CONTIG"
"857","CONTIG01429",2,"Aedes aegypti AAEL005988-RA (LYSC6), partial mRNA","LYSC6","XM_001664280",0,"X01","CONTIG"
"858","CONTIG01536",2,"Anopheles gambiae str. PEST AGAP006884-PA (AgaP_AGAP006884) mRNA, complete cds","AgaP_AGAP006884","XM_308874",0,"001","CONTIG"
"859","CONTIG01893",2,"Aedes aegypti AAEL002047-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654537",0,"010","CONTIG"
"860","F5BTJ3O01DS6SE",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001843925",0,"010","SINGLETON"
"861","CONTIG01899",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001843925",1,"101","CONTIG"
"862","CONTIG01904",2,"Culex quinquefasciatus iduronate 2-sulfatase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001846407",0,"101","CONTIG"
"863","CONTIG01865",2,"Aedes aegypti AAEL008218-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658994",0,"X10","CONTIG"
"864","CONTIG01963",2,"Aedes aegypti AAEL008764-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659414",0,"001","CONTIG"
"865","CONTIG01929",2,"Aedes aegypti AAEL013857-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001647787",0,"X01","CONTIG"
"866","CONTIG01768",2,"Aedes aegypti AAEL003291-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663501",0,"X01","CONTIG"
"867","CONTIG01729",2,"Culex quinquefasciatus maintenance of killer 16 protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001863719",0,"010","CONTIG"
"868","CONTIG01733",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001866999",0,"101","CONTIG"
"869","CONTIG01797",2,"Culex quinquefasciatus uncoordinated protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001869669",0,"101","CONTIG"
"870","CONTIG07609",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001847346",0,"010","CONTIG"
"871","CONTIG07587",2,"Aedes aegypti AAEL012359-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662462",0,"010","CONTIG"
"872","CONTIG07665",2,"Aedes aegypti AAEL014903-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649929",0,"010","CONTIG"
"873","CONTIG07447",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001869506",0,"010","CONTIG"
"874","F5BTJ3O01APH94",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001868162",2,"010","SINGLETON"
"875","CONTIG07550",2,"Aedes aegypti AAEL007217-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658177",0,"010","CONTIG"
"876","CONTIG07508",2,"Aedes aegypti AAEL011451-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661626",0,"X01","CONTIG"
"877","CONTIG07847",2,"Aedes aegypti AAEL011268-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661489",0,"010","CONTIG"
"878","F5BTJ3O01ENXDM",3,"Aedes aegypti AAEL007158-RC partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652519",1,"X10","SINGLETON"
"879","CONTIG07791",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001853548",0,"101","CONTIG"
"880","CONTIG07077",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001863311",0,"010","CONTIG"
"881","CONTIG07085",2,"Culex quinquefasciatus prophenoloxidase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001867377",0,"X01","CONTIG"
